FECHA_CREACION;CARRERA;NIVEL_1;NIVEL_2;NIVEL_3;NIVEL_4
21-07-2023 12:23;INGENIERÍA EN MARKETING;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
21-07-2023 12:14;GASTRONOMÍA INTERNACIONAL;Información general;Información general;Información docente o colaborador;Resuelto
21-07-2023 12:11;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
21-07-2023 12:09;INGENIERÍA EN GESTIÓN LOGÍSTICA;Inscripción de asign;Bloqueos;Bloqueo académico;Resuelto
21-07-2023 12:04;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
21-07-2023 12:03;INGENIERÍA EN MARKETING DIGITAL;Académico;Admisión especial interna ;Cambio de carrera;Resuelto
21-07-2023 11:59;TURISMO Y HOTELERÍA;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
21-07-2023 11:56;TOURISM AND HOSPITALITY;Académico;Interrupción del semestre;Suspensión;Resuelto
21-07-2023 11:56;INGENIERÍA EN INFORMÁTICA;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
21-07-2023 11:50;TURISMO Y HOTELERÍA;Tecnología;Plataformas Alumnos;Firma Electrónica Contrato Continuidad;Resuelto
21-07-2023 11:35;TOURISM AND HOSPITALITY;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
21-07-2023 11:29;AUDITORÍA;Tecnología;Plataformas Alumnos;Portal Vivo Duoc Web;Resuelto
21-07-2023 11:12;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
21-07-2023 11:03;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Académico;Contacto coordinador de carrera;Programa de estudios;Resuelto
21-07-2023 10:41;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Financiamiento;Gratuidad;Condiciones del beneficio;Resuelto
21-07-2023 10:39;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
21-07-2023 10:05;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
21-07-2023 9:56;TÉCNICO EN GESTIÓN LOGÍSTICA;Titulado;Información y gestión;Certificado de título;Resuelto
21-07-2023 9:36;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 20:26;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
20-07-2023 20:09;INGENIERÍA EN INFORMÁTICA;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 19:41;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
20-07-2023 19:26;GASTRONOMÍA INTERNACIONAL;Académico;Contacto coordinador de carrera;Programa de estudios;Resuelto
20-07-2023 19:20;INGENIERÍA EN COMERCIO EXTERIOR;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
20-07-2023 19:17;TURISMO Y HOTELERÍA;Académico;Información o convalidación;Prácticas;Resuelto
20-07-2023 19:12;INGENIERÍA EN COMERCIO EXTERIOR;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 19:07;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Académico;Admisión especial interna ;Cambio de jornada;Resuelto
20-07-2023 19:03;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Académico;Admisión especial interna ;Cambio de sede;Resuelto
20-07-2023 19:03;ECOTURISMO;Información general;Información general;Servicios y otros;Resuelto
20-07-2023 18:42;INGENIERÍA EN INFORMÁTICA;Académico;Interrupción del semestre;Suspensión;Resuelto
20-07-2023 18:40;TURISMO Y HOTELERÍA;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 18:26;INGENIERÍA EN INFORMÁTICA;Académico;Interrupción del semestre;Suspensión;Resuelto
20-07-2023 18:21;TÉC. EN GESTIÓN DE EVENTOS;Gestión de abandono ;Fuera de alcance;Resuelto en otros canales;Resuelto
20-07-2023 18:01;INGENIERÍA EN MARKETING DIGITAL;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
20-07-2023 17:48;INGENIERÍA EN CONECTIVIDAD Y REDES;Tecnología;Plataformas Alumnos;Portal Vivo Duoc Web;Resuelto
20-07-2023 17:46;TURISMO Y HOTELERÍA MENCIÓN ADMINISTRACIÓN HOTELERA;Financiamiento;Crédito con Ava del Estado (CAE);Condiciones del CAE;Resuelto
20-07-2023 17:45;GASTRONOMÍA INTERNACIONAL;Financiamiento;Gratuidad;Estado del beneficio;Resuelto
20-07-2023 17:40;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Académico;Contacto coordinador de carrera;Programa de estudios;Resuelto
20-07-2023 17:38;INGENIERÍA EN MARKETING DIGITAL;Financiamiento;Pagos y Deudas;Cta. Cte. Alumno regular sin deuda aparente;Resuelto
20-07-2023 17:24;INGENIERÍA EN MARKETING DIGITAL;Financiamiento;Crédito con Ava del Estado (CAE);Condiciones del CAE;Resuelto
20-07-2023 17:23;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Académico;Admisión especial interna ;Cambio de jornada;Resuelto
20-07-2023 17:12;INGENIERIA EN COMERCIO EXTERIO;Información general;Información general;Servicios y otros;Resuelto
20-07-2023 17:01;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Interrupción del semestre;Suspensión;Resuelto
20-07-2023 16:55;TURISMO TÉCNICO MENCIÓN EN EMPRESAS TURÍSTICAS;Titulado;Información y gestión;Cuenta titulado;Resuelto
20-07-2023 16:41;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
20-07-2023 16:33;INGENIERIA EN COMERCIO EXTERIO;Inscripción de asign;Información del proceso;Uso plataforma IA;Resolución en Sede
20-07-2023 16:30;TOURISM AND HOSPITALITY;Académico;Admisión especial interna ;Reincorporación a la carrera;Resuelto
20-07-2023 16:30;INGENIERIA EN COMERCIO EXTERIO;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 16:22;INGENIERÍA EN GESTIÓN LOGÍSTICA;Inscripción de asign;Oferta académica;Cupo de asignatura en otra sede;Resuelto
20-07-2023 16:22;ECOTURISMO;Tecnología;Plataformas Alumnos;Firma Electrónica Contrato Continuidad;Resuelto
20-07-2023 16:22;ECOTURISMO;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
20-07-2023 16:17;INGENIERÍA EN GESTIÓN LOGÍSTICA;Vida estudiantil;Informaciones y otros;Deporte y actividad física;Resuelto
20-07-2023 16:16;TÉC. EN GESTIÓN DE EVENTOS;Financiamiento;Pagos y deudas;Devoluciones;Resuelto
20-07-2023 16:01;INGENIERÍA EN MARKETING DIGITAL;Financiamiento;Pagos y Deudas;Descuento pronto pago;Resuelto
20-07-2023 16:00;ADMIN. DE INFRAEST. Y PLAT. TECNOLÓGICAS;Tecnología;Plataformas Titulados;Portal titulado Experiencia Vivo;Resuelto
20-07-2023 16:00;INGENIERÍA EN CONECTIVIDAD Y REDES;Titulado;Información y gestión;Ceremonia de titulación;Resuelto
20-07-2023 15:54;INGENIERÍA EN MARKETING DIGITAL;Académico;Admisión especial interna ;Cambio de sede;Resuelto
20-07-2023 15:42;INGENIERÍA EN INFORMÁTICA;Tecnología;Plataformas Alumnos;Portal Vivo Duoc Web;Resuelto
20-07-2023 15:30;INGENIERÍA EN INFORMÁTICA;Académico;Interrupción del semestre;Suspensión;Resuelto
20-07-2023 15:16;INGENIERÍA EN CONECTIVIDAD Y REDES;Financiamiento;Crédito con Ava del Estado (CAE);Estado del CAE;Resuelto
20-07-2023 15:07;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
20-07-2023 15:06;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
20-07-2023 14:53;ECOTURISMO;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 14:44;GASTRONOMÍA INTERNACIONAL;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
20-07-2023 14:42;TURISMO Y HOTELERÍA;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 14:39;INGENIERÍA EN INFORMÁTICA;Académico;Actualización de datos;Firma electrónica de contrato alumno continuidad;Resuelto
20-07-2023 14:36;INGENIERÍA EN MARKETING;Académico;Información o convalidación;Prácticas;Resuelto
20-07-2023 14:33;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 14:31;INGENIERÍA EN INFORMÁTICA;Académico;Información o convalidación;Prácticas;Resuelto
20-07-2023 14:29;GASTRONOMÍA INTERNACIONAL;Información general;Información general;Servicios y otros;Resuelto
20-07-2023 14:24;GASTRONOMÍA INTERNACIONAL;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
20-07-2023 14:18;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 14:15;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
20-07-2023 14:10;GASTRONOMÍA INTERNACIONAL;Académico;Interrupción del semestre;Suspensión;Resuelto
20-07-2023 14:01;GASTRONOMÍA INTERNACIONAL;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
20-07-2023 13:54;INGENIERÍA EN GESTIÓN LOGÍSTICA;Tecnología;Plataformas Alumnos;Firma Electrónica Contrato Continuidad;Resuelto
20-07-2023 13:46;INGENIERÍA EN INFORMÁTICA;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
20-07-2023 13:17;INGENIERÍA EN GESTIÓN LOGÍSTICA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
20-07-2023 13:14;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
20-07-2023 13:07;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
20-07-2023 13:04;INGENIERÍA EN INFORMÁTICA;Tecnología;Plataformas Alumnos;Portal Vivo Duoc Web;Derivación G-Desk
20-07-2023 13:00;INGENIERÍA EN MARKETING DIGITAL;Académico;Admisión especial interna ;Cambio de sede;Resuelto
20-07-2023 12:54;INGENIERÍA EN CONECTIVIDAD Y REDES;Información general;Información general;Información docente o colaborador;Resuelto
20-07-2023 12:48;;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
20-07-2023 12:47;INGENIERÍA EN INFRAESTRUCTURA Y PLATAFORMAS TECNOLÓGICAS;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 12:36;TURISMO DE AVENTURA;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
20-07-2023 12:33;ADMIN. DE INFRAEST. Y PLAT. TECNOLÓGICAS;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
20-07-2023 12:31;TURISMO Y HOTELERÍA;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
20-07-2023 12:30;GASTRONOMÍA INTERNACIONAL;Académico;Actualización de datos;Firma electrónica de contrato alumno continuidad;Resuelto
20-07-2023 12:28;ADMIN. DE INFRAEST. Y PLAT. TECNOLÓGICAS;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 12:23;TÉCNICO EN FINANZAS;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 12:23;INGENIERÍA EN COMERCIO EXTERIOR;Información general;Información general;Información docente o colaborador;Resuelto
20-07-2023 12:14;TÉCNICO EN ADMINISTRACIÓN;Académico;Interrupción del semestre;Suspensión;Resuelto
20-07-2023 12:12;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
20-07-2023 12:11;AUDITORÍA;Titulado;Información y gestión;Ceremonia de titulación;Resuelto
20-07-2023 12:11;TÉCNICO EN ADMINISTRACIÓN;Académico;Interrupción del semestre;Suspensión;Resuelto
20-07-2023 12:09;INGENIERÍA EN CONECTIVIDAD Y REDES;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 12:07;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
20-07-2023 12:07;TOURISM AND HOSPITALITY;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
20-07-2023 12:05;INGENIERÍA EN INFORMÁTICA;Académico;Información o convalidación;Examen;Resuelto
20-07-2023 12:03;INGENIERÍA EN CONECTIVIDAD Y REDES;Académico;Interrupción del semestre;Suspensión;Resuelto
20-07-2023 11:58;INGENIERÍA EN GESTIÓN LOGÍSTICA;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
20-07-2023 11:57;INGENIERÍA EN INFORMÁTICA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
20-07-2023 11:42;INGENIERÍA EN INFORMÁTICA;Académico;Contacto coordinador de carrera;Programa de estudios;Resuelto
20-07-2023 11:36;INGENIERÍA EN INFORMÁTICA;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 11:35;TOURISM AND HOSPITALITY;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
20-07-2023 11:27;TURISMO Y HOTELERÍA MENCIÓN ADMINISTRACIÓN HOTELERA;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
20-07-2023 11:23;INGENIERÍA EN CONECTIVIDAD Y REDES;Académico;Admisión especial interna ;Cambio de carrera;Resuelto
20-07-2023 11:22;INGENIERÍA EN CONECTIVIDAD Y REDES;Académico;Actualización de datos;Firma electrónica de contrato alumno continuidad;Resuelto
20-07-2023 11:22;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
20-07-2023 11:21;ECOTURISMO;Información general;Información general;Información sede;Resuelto
20-07-2023 11:21;INGENIERÍA EN MARKETING DIGITAL;Información general;Información general;Servicios y otros;Resuelto
20-07-2023 11:18;INGENIERÍA EN GESTIÓN LOGÍSTICA;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
20-07-2023 11:15;INGENIERÍA EN CONECTIVIDAD Y REDES;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
20-07-2023 11:15;GASTRONOMÍA INTERNACIONAL;Académico;Admisión especial interna ;Cambio de jornada;Resuelto
20-07-2023 11:09;INGENIERÍA EN CONECTIVIDAD Y REDES;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
20-07-2023 11:04;ECOTURISMO;Financiamiento;Crédito con Ava del Estado (CAE);Estado del CAE;Resuelto
20-07-2023 10:57;INGENIERÍA EN MARKETING DIGITAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
20-07-2023 9:59;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Académico;Información o convalidación;Asignaturas;Resuelto
20-07-2023 9:51;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Académico;Documentos o archivos;Certificado de módulo;Resuelto
20-07-2023 9:48;TÉCNICO EN GESTIÓN LOGÍSTICA;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Derivación G-Desk
20-07-2023 9:41;TÉCNICO EN GESTIÓN LOGÍSTICA;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
20-07-2023 9:17;INGENIERÍA EN INFORMÁTICA;Académico;Interrupción del semestre;Suspensión;Resuelto
19-07-2023 20:46;TOURISM AND HOSPITALITY;Tecnología;Plataformas Alumnos;Firma Electrónica Contrato Continuidad;Resuelto
19-07-2023 20:40;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
19-07-2023 19:59;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
19-07-2023 19:50;TOURISM AND HOSPITALITY;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 19:16;GASTRONOMÍA INTERNACIONAL;Académico;Gestión académica;Calificaciones;Resuelto
19-07-2023 19:15;GASTRONOMÍA INTERNACIONAL;Académico;Contacto coordinador de carrera;Programa de estudios;Resuelto
19-07-2023 19:14;COMERCIO EXTERIOR;Académico;Interrupción del semestre;Suspensión;Resuelto
19-07-2023 18:47;GASTRONOMÍA INTERNACIONAL;Académico;Admisión especial interna ;Cambio de sede;Resuelto
19-07-2023 18:42;GASTRONOMÍA INTERNACIONAL;Académico;Información o convalidación;Asignaturas;Resuelto
19-07-2023 18:40;GASTRONOMÍA INTERNACIONAL;Académico;Información o convalidación;Asignaturas;Resuelto
19-07-2023 18:40;GASTRONOMÍA INTERNACIONAL;Académico;Interrupción del semestre;Suspensión;Resuelto
19-07-2023 18:30;TOURISM AND HOSPITALITY;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
19-07-2023 18:18;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 18:04;INGENIERÍA EN INFORMÁTICA;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 18:04;INGENIERÍA EN MARKETING DIGITAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 18:04;INGENIERÍA EN CONECTIVIDAD Y REDES;Información general;Información general;Servicios y otros;Resuelto
19-07-2023 18:01;TOURISM AND HOSPITALITY;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 17:52;INGENIERÍA EN INFORMÁTICA;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
19-07-2023 17:51;INGENIERÍA EN INFORMÁTICA;Académico;Admisión especial interna ;Reincorporación a la carrera;Resuelto
19-07-2023 17:46;INGENIERÍA EN INFORMÁTICA;Información general;Información general;Información docente o colaborador;Resuelto
19-07-2023 17:35;AUDITORÍA;Información general;Información general;Información docente o colaborador;Resuelto
19-07-2023 17:33;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 17:26;TOURISM AND HOSPITALITY;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 17:24;TURISMO Y HOTELERÍA;Financiamiento;Becas;Suspensión de beneficio;Resuelto
19-07-2023 17:09;INGENIERÍA EN GESTIÓN LOGÍSTICA;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
19-07-2023 17:08;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Académico;Admisión especial interna ;Cambio de sede;Resuelto
19-07-2023 17:01;TOURISM AND HOSPITALITY;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
19-07-2023 16:52;ADMINISTRACIÓN DE EMPRESAS MENCIÓN MARKETING;Titulado;Información y gestión;Cuenta titulado;Resuelto
19-07-2023 16:50;INGENIERÍA EN INFRAESTRUCTURA Y PLATAFORMAS TECNOLÓGICAS;Académico;Información o convalidación;Prácticas;Resuelto
19-07-2023 16:44;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Académico;Documentos o archivos;Certificado de alumno regular;Resuelto
19-07-2023 16:44;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
19-07-2023 16:42;INGENIERÍA EN INFORMÁTICA;Académico;Documentos o archivos;Certificado de alumno regular;Resuelto
19-07-2023 16:40;INGENIERÍA EN INFORMÁTICA;Información general;Información general;Información sede;Resuelto
19-07-2023 16:39;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Cta. Cte. Alumno regular sin deuda aparente;Resuelto
19-07-2023 16:19;ECOTURISMO;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
19-07-2023 16:19;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
19-07-2023 16:06;INGENIERÍA EN COMERCIO EXTERIOR;Financiamiento;Gratuidad;Estado del beneficio;Resuelto
19-07-2023 16:06;AUDITORÍA;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 16:05;TÉCNICO EN ADMINISTRACIÓN;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 16:01;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
19-07-2023 15:49;GASTRONOMÍA INTERNACIONAL;Información general;Información general;Información docente o colaborador;Resuelto
19-07-2023 15:40;AUDITORÍA;Financiamiento;Pagos y Deudas;Cta. Cte. Alumno regular sin deuda aparente;Resuelto
19-07-2023 15:35;INGENIERÍA EN INFORMÁTICA;Académico;Actualización de datos;Firma electrónica de contrato alumno continuidad;Resuelto
19-07-2023 15:12;TURISMO Y HOTELERÍA;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 15:08;TOURISM AND HOSPITALITY;Información general;Información general;Información sede;Resuelto
19-07-2023 15:05;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
19-07-2023 15:05;INGENIERIA EN COMERCIO EXTERIO;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
19-07-2023 14:56;GASTRONOMÍA INTERNACIONAL;Información general;Información general;Información sede;Resuelto
19-07-2023 14:54;GASTRONOMÍA INTERNACIONAL;Académico;Contacto coordinador de carrera;Programa de estudios;Resuelto
19-07-2023 14:44;INGENIERÍA EN INFORMÁTICA;Académico;Interrupción del semestre;Suspensión;Resuelto
19-07-2023 14:40;GASTRONOMÍA INTERNACIONAL;Información general;Información general;Servicios y otros;Resuelto
19-07-2023 14:37;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 14:30;GASTRONOMÍA INTERNACIONAL;Información general;Información general;Información sede;Resuelto
19-07-2023 14:24;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 14:23;INGENIERÍA EN MARKETING DIGITAL;Académico;Interrupción del semestre;Suspensión;Resuelto
19-07-2023 14:15;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
19-07-2023 14:02;TOURISM AND HOSPITALITY;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
19-07-2023 14:02;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Académico;Información o convalidación;Asignaturas;Resuelto
19-07-2023 13:58;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Académico;Interrupción del semestre;Salida intermedia;Resuelto
19-07-2023 13:55;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 13:54;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Académico;Admisión especial interna ;Cambio de jornada;Resuelto
19-07-2023 13:53;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Académico;Información o convalidación;Prácticas;Resuelto
19-07-2023 13:41;INGENIERÍA EN INFORMÁTICA;Tecnología;Plataformas Alumnos;Gestión prácticas;Resuelto
19-07-2023 13:38;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 13:37;INGENIERÍA EN INFORMÁTICA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
19-07-2023 13:37;TOURISM AND HOSPITALITY;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
19-07-2023 13:36;INGENIERÍA EN ADMINISTRACIÓN;Académico;Admisión especial interna ;Reincorporación a la carrera;Resuelto
19-07-2023 13:32;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
19-07-2023 13:30;INGENIERÍA EN INFRAESTRUCTURA Y PLATAFORMAS TECNOLÓGICAS;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 13:28;AUDITORÍA;Académico;Interrupción del semestre;Suspensión;Resuelto
19-07-2023 13:27;TURISMO Y HOTELERÍA;Académico;Información o convalidación;Asignaturas;Resuelto
19-07-2023 13:11;TOURISM AND HOSPITALITY;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 13:08;TEC. ANAL. CONTRL. AMBIENTAL;Información general;Información general;Servicios y otros;Resuelto
19-07-2023 13:08;AUDITORÍA - Vespertino;Inscripción de asign;Oferta académica;Cupo de asignatura en otra sede;Resuelto
19-07-2023 13:06;INGENIERÍA EN INFORMÁTICA;Tecnología;Plataformas Alumnos;Firma Electrónica Contrato Continuidad;Resuelto
19-07-2023 13:04;GASTRONOMÍA INTERNACIONAL;Académico;Información o convalidación;Asignaturas;Resuelto
19-07-2023 12:59;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Información o convalidación;Prácticas;Resuelto
19-07-2023 12:59;;Información general;Información general;Servicios y otros;Resuelto
19-07-2023 12:57;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
19-07-2023 12:55;CONTABILIDAD GENERAL MENCIÓN LEGISLACIÓN TRIBUTARIA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
19-07-2023 12:50;AUDITORÍA;Información general;Información general;Servicios y otros;Resuelto
19-07-2023 12:48;ECOTURISMO;Financiamiento;Crédito con Ava del Estado (CAE);Estado del CAE;Resuelto
19-07-2023 12:43;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 12:42;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Información o convalidación;Asignaturas;Resuelto
19-07-2023 12:41;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
19-07-2023 12:41;ECOTURISMO;Información general;Información general;Servicios y otros;Resuelto
19-07-2023 12:37;INGENIERÍA EN COMERCIO EXTERIOR;Financiamiento;Pagos y Deudas;Descuento pronto pago;Resuelto
19-07-2023 12:36;INGENIERÍA EN INFORMÁTICA;Académico;Contacto coordinador de carrera;Programa de estudios;Resuelto
19-07-2023 12:35;ADMINISTRACIÓN DE EMPRESAS MENCIÓN MARKETING;Académico;Admisión especial interna ;Reincorporación a la carrera;Resuelto
19-07-2023 12:34;AUDITORÍA - Vespertino;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
19-07-2023 12:34;INGENIERÍA EN INFORMÁTICA;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
